loyalty_id,phone,date_joined,loyalty,birthday,email,is_active,shop_id
LID0085,+17711904549,2024-08-04,True,1994-06-10,user85@example.com,True,1
LID0086,+18319686527,2022-05-02,True,1981-06-05,user86@example.com,True,1
LID0087,+11816933871,2024-01-04,False,1998-08-11,user87@example.com,True,1
LID0088,+11935012091,2022-12-03,False,1991-12-15,user88@example.com,True,1
LID0089,+19284750002,2024-06-04,False,1992-04-30,user89@example.com,True,1
LID0090,+13631707304,2024-02-12,False,1977-11-14,user90@example.com,False,1
LID0091,+14438207791,2022-05-30,False,1992-10-09,user91@example.com,False,1
LID0092,+12312444364,2023-07-30,False,1998-06-27,user92@example.com,False,1
LID0093,+17747844697,2022-05-21,True,2001-03-20,user93@example.com,False,1
LID0094,+14862904475,2022-12-02,True,1984-09-24,user94@example.com,True,1
LID0095,+19200630971,2024-08-31,True,2004-01-21,user95@example.com,True,1
LID0096,+11508172772,2023-06-15,False,1979-01-24,user96@example.com,False,1
LID0097,+13004592544,2023-08-11,True,1995-09-03,user97@example.com,False,1
LID0098,+13140998659,2024-10-01,False,1986-05-20,user98@example.com,False,1
LID0099,+18543894358,2023-03-18,True,1991-05-22,user99@example.com,False,1
LID0100,+13953035474,2022-10-24,False,1977-08-14,user100@example.com,False,1
LID0101,+19649476933,2024-05-18,True,2004-09-02,user101@example.com,True,1
LID0102,+11771886931,2024-01-31,True,1980-06-12,user102@example.com,False,1
LID0103,+18073950407,2024-07-18,True,1992-10-09,user103@example.com,True,1
LID0104,+16363233953,2024-01-03,True,1990-05-07,user104@example.com,False,1
LID0105,+12661574932,2022-08-15,False,1978-10-03,user105@example.com,False,1
LID0106,+14333830283,2022-10-18,True,1993-01-10,user106@example.com,True,1
LID0107,+11751734761,2023-04-09,False,1998-02-17,user107@example.com,True,1
LID0108,+11890744275,2023-11-17,True,1980-05-31,user108@example.com,False,1
LID0109,+13579454821,2022-07-29,True,1992-11-17,user109@example.com,True,1
LID0110,+18224771712,2024-10-22,True,1989-11-06,user110@example.com,False,1
LID0111,+13328245073,2022-09-08,False,2001-05-24,user111@example.com,True,1
LID0112,+17166198354,2022-04-25,True,2002-11-16,user112@example.com,True,1
LID0113,+11980390837,2021-12-08,True,2004-06-15,user113@example.com,True,1
LID0114,+11858877003,2022-10-10,False,1993-06-18,user114@example.com,True,1
LID0115,+14944817863,2023-04-08,False,1995-08-19,user115@example.com,True,1
LID0116,+13506171223,2022-10-05,False,2000-02-14,user116@example.com,True,1
LID0117,+13044052202,2024-08-02,True,1977-04-19,user117@example.com,True,1
LID0118,+19767448222,2023-11-20,False,1979-07-28,user118@example.com,True,1
LID0119,+14419253294,2022-01-08,True,1977-09-02,user119@example.com,True,1
LID0120,+11845755539,2023-02-22,True,1990-10-04,user120@example.com,True,1
LID0121,+17592880088,2022-11-01,True,1984-07-20,user121@example.com,False,1
LID0122,+18529546608,2023-07-28,True,1996-11-19,user122@example.com,True,1
LID0123,+13091218250,2024-03-14,False,1992-06-02,user123@example.com,True,1
LID0124,+18847289257,2021-11-14,False,1976-01-12,user124@example.com,False,1
LID0125,+12247462489,2024-08-19,False,2000-03-30,user125@example.com,True,1
LID0126,+19951648034,2024-03-07,False,2003-01-04,user126@example.com,True,1
LID0127,+17616923566,2024-06-01,True,1981-09-24,user127@example.com,True,1
LID0128,+19126891742,2022-10-13,True,1989-01-16,user128@example.com,True,1
LID0129,+14845928684,2024-02-10,False,1999-10-28,user129@example.com,False,1
LID0130,+11132435530,2024-07-08,True,1982-07-02,user130@example.com,True,1
LID0131,+13765889873,2024-03-06,True,2002-04-26,user131@example.com,True,1
LID0132,+15459488481,2022-08-26,True,1981-01-17,user132@example.com,False,1
LID0133,+13214492263,2021-12-25,False,2004-03-27,user133@example.com,False,1
LID0134,+17613158556,2022-04-26,True,1994-07-19,user134@example.com,True,1
LID0135,+19830033637,2023-09-17,True,1985-07-15,user135@example.com,True,1
LID0136,+18077707404,2023-03-05,True,1986-03-21,user136@example.com,False,1
LID0137,+17509248888,2022-11-30,True,1992-02-10,user137@example.com,True,1
LID0138,+19437917487,2022-11-21,False,1988-10-20,user138@example.com,True,1
LID0139,+17713938734,2024-02-11,False,1980-11-09,user139@example.com,False,1
LID0140,+18190076579,2023-04-23,False,1994-05-07,user140@example.com,False,1
LID0141,+17179739053,2024-02-23,False,2002-03-06,user141@example.com,False,1
LID0142,+16166849567,2024-06-18,True,1991-10-16,user142@example.com,True,1
LID0143,+13045032308,2024-09-27,False,1984-06-02,user143@example.com,True,1
LID0144,+11929826965,2022-01-31,False,1992-11-02,user144@example.com,True,1
LID0145,+13350786535,2024-02-28,False,1999-03-25,user145@example.com,True,1
LID0146,+18346410188,2023-02-07,False,1984-03-25,user146@example.com,False,1
LID0147,+16594084412,2022-07-23,False,1989-05-06,user147@example.com,False,1
LID0148,+16648979445,2023-11-25,True,1998-10-25,user148@example.com,False,1
LID0149,+14635689351,2022-02-13,True,1999-11-16,user149@example.com,True,1
LID0150,+19839408179,2024-01-11,True,1993-07-30,user150@example.com,True,1
LID0151,+13717289163,2022-04-20,False,2000-07-10,user151@example.com,True,1
LID0152,+13235974997,2023-04-14,True,2002-05-03,user152@example.com,True,1
LID0153,+14326370812,2023-08-26,False,1990-07-07,user153@example.com,True,1
LID0154,+18334640433,2024-10-13,False,1993-08-22,user154@example.com,True,1
LID0155,+19085704096,2024-03-14,False,1984-06-09,user155@example.com,True,1
LID0156,+14726615080,2023-10-14,False,1993-05-27,user156@example.com,False,1
LID0157,+11890681203,2022-01-13,True,2000-04-10,user157@example.com,False,1
LID0158,+18086007543,2024-01-15,True,1980-08-15,user158@example.com,True,1
LID0159,+19385936361,2023-07-20,True,1987-07-19,user159@example.com,False,1
LID0160,+14574253381,2023-08-23,True,1994-06-08,user160@example.com,False,1
LID0161,+14439897203,2024-10-03,True,1989-07-05,user161@example.com,False,1
LID0162,+11827502661,2023-08-09,True,1996-12-02,user162@example.com,False,1
LID0163,+17053965375,2021-12-03,False,1976-05-05,user163@example.com,True,1
LID0164,+19564140782,2024-06-15,False,2000-07-09,user164@example.com,False,1
LID0165,+18329212783,2022-10-31,True,2004-05-27,user165@example.com,True,1
LID0166,+12153000159,2024-03-09,False,2002-07-17,user166@example.com,False,1
LID0167,+11219465332,2023-08-23,False,2003-03-14,user167@example.com,True,1
LID0168,+14037749538,2021-12-01,False,1993-03-22,user168@example.com,True,1
LID0169,+15523620991,2024-08-10,False,1984-09-27,user169@example.com,False,1
LID0170,+19844292760,2023-05-17,False,1983-10-07,user170@example.com,True,1
LID0171,+14911295577,2023-04-03,False,1993-08-29,user171@example.com,True,1
LID0172,+13454314590,2022-04-09,True,2003-02-14,user172@example.com,False,1
LID0173,+19639286879,2022-03-04,False,1987-01-11,user173@example.com,True,1
LID0174,+19585414733,2021-12-05,True,1981-12-15,user174@example.com,True,1
LID0175,+15374610129,2023-07-14,True,1987-07-11,user175@example.com,True,1
LID0176,+13001924435,2023-03-27,True,1978-03-30,user176@example.com,True,1
LID0177,+18738611288,2022-11-19,False,1999-05-01,user177@example.com,False,1
LID0178,+13555483933,2023-01-30,True,1990-04-05,user178@example.com,False,1
LID0179,+18032167283,2024-10-17,True,1978-02-15,user179@example.com,False,1
LID0180,+13672356806,2022-05-30,True,1976-07-27,user180@example.com,True,1
LID0181,+14443738117,2023-09-23,False,1987-07-15,user181@example.com,False,1
LID0182,+11027186971,2024-07-09,True,1979-04-06,user182@example.com,False,1
LID0183,+15840073899,2022-11-22,False,1989-08-19,user183@example.com,False,1
LID0184,+15995107596,2022-01-26,False,2001-03-04,user184@example.com,False,1
LID0185,+13916737107,2024-03-13,True,1988-09-12,user185@example.com,False,1
LID0186,+18473129544,2023-07-14,False,2001-12-21,user186@example.com,False,1
LID0187,+15155588965,2024-09-28,False,2000-07-13,user187@example.com,True,1
LID0188,+19089727082,2022-11-30,True,1980-12-29,user188@example.com,False,1
LID0189,+11565414440,2024-04-28,True,1980-11-29,user189@example.com,True,1
LID0190,+12146984720,2022-01-07,True,1992-11-13,user190@example.com,False,1
LID0191,+11188886034,2024-01-15,False,1982-02-08,user191@example.com,False,1
LID0192,+13049411334,2022-11-17,False,1980-05-16,user192@example.com,False,1
LID0193,+14913020368,2024-03-30,True,2003-04-15,user193@example.com,False,1
LID0194,+14330624408,2024-01-07,True,1992-06-14,user194@example.com,False,1
LID0195,+17736861922,2023-05-14,True,2002-11-08,user195@example.com,False,1
LID0196,+14011289755,2023-08-21,True,1983-03-11,user196@example.com,False,1
LID0197,+15315192796,2022-04-11,True,1980-06-10,user197@example.com,False,1
LID0198,+17765985802,2022-01-10,True,1990-04-14,user198@example.com,True,1
LID0199,+16153492621,2023-08-21,True,1994-05-30,user199@example.com,False,1
LID0200,+12343923226,2023-04-02,False,1985-01-12,user200@example.com,True,1
LID0201,+17292046044,2022-02-27,False,2000-08-26,user201@example.com,True,1
LID0202,+16311989709,2024-08-04,False,1996-02-23,user202@example.com,False,1
LID0203,+18863249617,2022-04-16,False,2000-01-06,user203@example.com,True,1
LID0204,+14347746370,2021-12-31,True,2003-03-29,user204@example.com,False,1
LID0205,+16408433124,2022-04-29,True,1994-10-01,user205@example.com,True,1
LID0206,+14569858671,2024-10-21,False,1996-04-11,user206@example.com,True,1
LID0207,+19809272065,2022-08-24,False,2004-03-24,user207@example.com,True,1
LID0208,+11982631083,2022-01-20,True,1984-05-08,user208@example.com,False,1
LID0209,+11887412654,2023-11-05,False,1990-02-05,user209@example.com,True,1
LID0210,+15638783897,2023-11-01,False,1991-07-07,user210@example.com,False,1
LID0211,+19331580578,2023-04-09,True,1981-03-19,user211@example.com,True,1
LID0212,+14472770081,2022-11-18,True,1980-08-06,user212@example.com,False,1
LID0213,+11331594781,2024-01-31,True,1991-06-30,user213@example.com,True,1
LID0214,+17535565610,2022-03-26,False,1986-11-14,user214@example.com,False,1
LID0215,+19469013778,2023-08-17,False,1995-01-26,user215@example.com,False,1
LID0216,+12727274456,2023-10-02,False,1978-03-29,user216@example.com,True,1
LID0217,+18071065848,2024-10-27,True,1994-05-27,user217@example.com,False,1
LID0218,+17284634914,2023-10-15,False,1996-09-07,user218@example.com,False,1
LID0219,+15822034167,2024-09-18,True,1995-03-31,user219@example.com,False,1
LID0220,+18293000058,2023-12-16,True,1995-12-16,user220@example.com,False,1
LID0221,+14912141115,2023-05-22,True,1995-06-19,user221@example.com,True,1
LID0222,+15974894940,2022-09-25,False,1981-12-12,user222@example.com,False,1
LID0223,+14013281529,2022-03-19,False,1978-09-10,user223@example.com,False,1
LID0224,+15750649568,2023-03-09,False,1993-04-29,user224@example.com,True,1
LID0225,+12860958635,2023-04-19,True,1995-05-03,user225@example.com,False,1
LID0226,+12589041167,2024-09-18,False,1987-04-07,user226@example.com,True,1
LID0227,+16798377562,2023-10-20,True,1977-09-24,user227@example.com,True,1
LID0228,+16548108812,2023-04-26,True,1993-10-23,user228@example.com,True,1
LID0229,+19306573160,2024-05-25,True,1975-10-28,user229@example.com,False,1
LID0230,+17309147485,2022-05-20,False,1997-08-16,user230@example.com,False,1
LID0231,+18206138701,2024-03-28,True,1991-01-21,user231@example.com,True,1
LID0232,+16298609132,2021-12-25,True,1991-04-24,user232@example.com,False,1
LID0233,+15694852138,2024-08-02,True,1978-09-23,user233@example.com,False,1
LID0234,+17365553982,2022-01-12,True,1996-03-01,user234@example.com,True,1
LID0235,+15570050194,2022-11-10,False,2000-01-30,user235@example.com,True,1
LID0236,+18630884811,2022-06-26,False,1996-10-05,user236@example.com,False,1
LID0237,+16409874808,2024-06-02,False,1995-07-15,user237@example.com,True,1
LID0238,+19539204429,2022-05-19,False,1989-05-02,user238@example.com,False,1
LID0239,+18907240536,2023-07-14,True,1977-01-19,user239@example.com,False,1
LID0240,+13458087066,2023-09-14,True,1980-02-24,user240@example.com,False,1
LID0241,+17990315702,2022-02-02,False,2003-10-08,user241@example.com,False,1
LID0242,+17627956157,2024-05-14,False,1981-12-25,user242@example.com,True,1
LID0243,+15477484485,2022-03-24,True,1980-12-10,user243@example.com,False,1
LID0244,+16799240003,2024-10-19,True,1977-09-02,user244@example.com,True,1
LID0245,+15871936015,2022-09-28,True,1988-06-01,user245@example.com,True,1
LID0246,+11342933859,2023-07-26,False,1992-05-26,user246@example.com,False,1
LID0247,+17223141689,2024-09-30,True,1983-02-02,user247@example.com,True,1
LID0248,+18947461640,2022-03-24,True,1980-02-14,user248@example.com,False,1
LID0249,+14029696452,2023-06-14,False,2003-07-14,user249@example.com,False,1
LID0250,+11674984866,2024-09-05,True,1975-12-11,user250@example.com,False,1
LID0251,+17747734817,2024-06-29,False,1995-03-31,user251@example.com,False,1
LID0252,+19678200826,2023-09-30,True,1990-09-16,user252@example.com,False,1
LID0253,+12808821077,2022-04-17,True,2002-05-18,user253@example.com,True,1
LID0254,+12376788737,2022-01-07,False,1996-03-18,user254@example.com,True,1
LID0255,+12494140300,2023-08-12,True,1992-04-10,user255@example.com,True,1
LID0256,+13579256601,2024-11-07,False,1984-03-23,user256@example.com,True,1
LID0257,+14747413058,2023-11-19,False,1988-08-09,user257@example.com,False,1
LID0258,+15032429749,2023-01-08,True,2000-12-06,user258@example.com,False,1
LID0259,+15086310217,2023-10-26,False,1976-09-16,user259@example.com,True,1
LID0260,+17965097844,2024-09-20,True,1990-02-20,user260@example.com,True,1
LID0261,+19252892616,2024-07-07,True,1995-08-29,user261@example.com,False,1
LID0262,+16437277238,2022-07-02,True,1996-03-28,user262@example.com,False,1
LID0263,+15092406946,2022-08-01,False,1998-11-21,user263@example.com,True,1
LID0264,+11275372259,2024-06-28,False,1976-05-16,user264@example.com,True,1
LID0265,+16757826695,2022-08-25,True,1978-03-22,user265@example.com,False,1
LID0266,+16492058982,2023-02-24,False,2003-02-17,user266@example.com,True,1
LID0267,+18541842440,2022-03-29,True,2002-01-09,user267@example.com,True,1
LID0268,+18834248423,2022-02-26,False,1976-10-20,user268@example.com,True,1
LID0269,+14441069217,2022-01-25,False,1992-09-04,user269@example.com,False,1
LID0270,+16218411063,2021-12-20,False,1994-04-08,user270@example.com,True,1
LID0271,+15288536278,2022-01-10,False,1979-08-25,user271@example.com,True,1
LID0272,+16370763265,2024-10-03,False,1997-04-23,user272@example.com,True,1
LID0273,+14226820236,2023-04-12,True,1992-06-20,user273@example.com,False,1
LID0274,+16352109422,2023-03-28,False,1995-03-10,user274@example.com,True,1
LID0275,+12198382522,2024-08-12,False,1995-08-15,user275@example.com,False,1
LID0276,+12313226058,2023-09-01,False,2000-10-14,user276@example.com,True,1
LID0277,+17661436829,2023-10-31,False,1979-06-04,user277@example.com,False,1
LID0278,+12018040576,2024-04-18,False,1997-09-04,user278@example.com,False,1
LID0279,+15567779296,2022-09-11,True,2001-06-22,user279@example.com,True,1
LID0280,+16035019188,2022-09-08,True,1976-05-11,user280@example.com,True,1
LID0281,+17252871789,2023-03-21,False,2003-07-30,user281@example.com,False,1
LID0282,+17038830669,2023-10-31,False,1980-09-14,user282@example.com,False,1
LID0283,+18095061469,2022-04-20,True,1987-06-15,user283@example.com,False,1
LID0284,+19903707928,2023-10-09,False,1977-08-14,user284@example.com,True,1
LID0285,+19966010374,2024-01-24,True,1995-04-26,user285@example.com,False,1
LID0286,+18391349891,2023-03-19,True,1992-10-22,user286@example.com,False,1
LID0287,+15682974250,2024-09-13,True,1982-11-12,user287@example.com,True,1
LID0288,+17407024631,2023-07-28,False,1979-06-22,user288@example.com,False,1
LID0289,+11833127461,2023-08-27,False,1992-06-29,user289@example.com,True,1
LID0290,+16019126295,2022-12-10,False,1984-07-04,user290@example.com,True,1
LID0291,+12547949225,2022-10-03,False,1994-02-26,user291@example.com,False,1
LID0292,+12349141389,2022-05-24,True,1989-01-22,user292@example.com,False,1
LID0293,+11166876276,2024-07-31,False,1998-12-04,user293@example.com,False,1
LID0294,+12161232878,2023-11-09,True,1990-10-05,user294@example.com,False,1
LID0295,+14906802099,2023-04-08,True,2001-10-13,user295@example.com,False,1
LID0296,+13050112628,2022-05-01,False,1978-01-23,user296@example.com,True,1
LID0297,+13604149241,2024-09-19,False,1980-06-10,user297@example.com,True,1
LID0298,+11858204986,2022-05-27,False,1975-03-31,user298@example.com,False,1
LID0299,+15601276043,2023-09-10,False,1976-12-19,user299@example.com,False,1
LID0300,+12782388217,2023-10-23,True,1999-05-20,user300@example.com,True,1
LID0301,+19732528915,2022-06-14,True,1998-05-30,user301@example.com,False,1
LID0302,+19709107708,2024-09-28,False,1990-02-06,user302@example.com,False,1
LID0303,+16847517265,2022-02-15,False,1979-04-24,user303@example.com,False,1
LID0304,+12752221975,2023-12-10,False,1996-05-16,user304@example.com,False,1
LID0305,+15853045242,2024-08-30,False,1990-07-20,user305@example.com,True,1
LID0306,+17085647435,2022-07-16,True,2000-10-19,user306@example.com,False,1
LID0307,+17096713786,2022-05-14,True,2000-12-02,user307@example.com,False,1
LID0308,+18051805577,2023-07-01,True,1996-04-05,user308@example.com,True,1
LID0309,+11469914464,2022-07-18,True,2000-09-22,user309@example.com,True,1
LID0310,+17075388966,2023-07-20,False,1981-02-19,user310@example.com,False,1
LID0311,+15412776819,2021-12-28,True,1976-08-03,user311@example.com,False,1
LID0312,+18605387465,2022-02-15,False,1987-02-01,user312@example.com,False,1
LID0313,+18682677180,2022-08-20,True,1989-04-05,user313@example.com,True,1
LID0314,+18363235956,2024-02-12,False,1981-03-25,user314@example.com,True,1
LID0315,+19240789308,2022-08-17,False,2001-04-12,user315@example.com,True,1
LID0316,+14086794444,2023-11-09,True,2002-12-10,user316@example.com,True,1
LID0317,+12279916291,2024-11-12,False,1998-03-15,user317@example.com,False,1
LID0318,+17031792530,2022-03-04,True,1980-03-21,user318@example.com,True,1
LID0319,+17436404823,2024-03-20,False,1975-10-25,user319@example.com,False,1
LID0320,+12245706275,2023-10-23,False,1985-11-27,user320@example.com,False,1
LID0321,+19006006580,2024-05-14,True,1991-06-16,user321@example.com,False,1
LID0322,+19759516164,2022-04-02,False,2004-03-23,user322@example.com,True,1
LID0323,+11495984482,2023-05-03,False,2002-05-02,user323@example.com,False,1
LID0324,+17221027220,2021-11-21,True,1998-08-07,user324@example.com,False,1
LID0325,+19493090946,2021-12-23,True,1986-12-03,user325@example.com,False,1
LID0326,+12088967623,2024-10-02,False,1978-04-08,user326@example.com,False,1
LID0327,+12778495672,2023-02-27,False,1981-10-02,user327@example.com,False,1
LID0328,+16464275825,2022-12-18,False,1976-12-17,user328@example.com,True,1
LID0329,+13271135599,2024-01-20,True,1986-06-25,user329@example.com,True,1
LID0330,+18403626709,2024-04-01,True,1997-05-01,user330@example.com,False,1
LID0331,+19315464663,2023-08-09,False,1990-06-04,user331@example.com,False,1
LID0332,+18549951430,2024-04-22,False,1988-12-22,user332@example.com,False,1
LID0333,+13992907260,2023-12-31,True,1997-11-20,user333@example.com,False,1
LID0334,+12630565853,2023-04-30,True,1997-12-15,user334@example.com,True,1
LID0335,+17895436004,2024-01-20,True,1976-05-14,user335@example.com,False,1
LID0336,+17512572718,2024-05-29,True,1987-09-05,user336@example.com,False,1
LID0337,+18648579977,2022-01-27,True,1998-12-10,user337@example.com,True,1
LID0338,+14358195085,2022-02-28,True,2000-10-01,user338@example.com,False,1
LID0339,+18188060106,2022-09-19,False,1978-02-28,user339@example.com,False,1
LID0340,+15941889682,2023-03-07,True,1992-01-09,user340@example.com,True,1
LID0341,+13047538433,2023-08-04,False,1986-11-24,user341@example.com,True,1
LID0342,+12001485202,2022-12-30,False,1998-05-12,user342@example.com,True,1
LID0343,+12322569113,2022-03-22,False,1985-08-28,user343@example.com,False,1
LID0344,+15761985973,2021-11-17,False,1979-01-19,user344@example.com,True,1
LID0345,+16857826874,2023-12-27,True,1975-02-24,user345@example.com,False,1
LID0346,+19776738440,2023-04-14,False,2003-12-23,user346@example.com,True,1
LID0347,+14864666485,2024-09-17,True,1997-07-03,user347@example.com,False,1
LID0348,+14995461818,2023-04-21,False,1981-04-06,user348@example.com,False,1
LID0349,+17199786799,2022-02-25,True,1983-01-16,user349@example.com,False,1
LID0350,+15226197437,2024-06-01,False,2004-04-25,user350@example.com,False,1
LID0351,+19148358245,2023-07-22,True,1999-03-19,user351@example.com,False,1
LID0352,+17541935503,2023-07-20,True,2001-03-18,user352@example.com,True,1
LID0353,+18710633020,2021-11-27,False,1995-01-29,user353@example.com,True,1
LID0354,+14508711897,2024-08-01,False,1997-11-04,user354@example.com,True,1
LID0355,+12942937627,2023-01-24,False,1987-02-26,user355@example.com,False,1
LID0356,+14683596870,2023-09-26,False,1976-07-03,user356@example.com,True,1
LID0357,+16935148578,2023-10-06,False,2003-09-08,user357@example.com,False,1
LID0358,+13710101183,2023-12-13,True,1977-05-19,user358@example.com,True,1
LID0359,+19764264630,2024-11-13,True,1991-10-17,user359@example.com,False,1
LID0360,+11640959918,2023-01-24,True,1976-04-18,user360@example.com,False,1
LID0361,+17428579108,2023-07-20,False,1979-08-19,user361@example.com,False,1
LID0362,+11953881636,2023-10-28,True,1995-11-18,user362@example.com,False,1
LID0363,+13592036386,2023-03-08,False,1993-09-24,user363@example.com,True,1
LID0364,+18554021250,2023-11-14,False,1984-09-07,user364@example.com,True,1
LID0365,+15703810160,2024-08-08,False,1989-04-13,user365@example.com,False,1
LID0366,+12564448155,2023-08-25,True,1981-12-21,user366@example.com,False,1
